"user_text","user_audio","assistant_text","asr_text"
"Start Moonlight Sonata from BTS","00791.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>BTS</artist><title></title><genre></genre><album>Moonlight Sonata</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>BTS</artist><title>Moonlight Sonata</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Start Moonlight Sonata from BTS","00792.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>BTS</artist><title></title><genre></genre><album>Moonlight Sonata</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>BTS</artist><title>Moonlight Sonata</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play 'Yesterday' by Pink Floyd from the album '1989' in funk style","00793.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Pink Floyd</artist><title>Yesterday</title><genre>funk</genre><album>1989</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Pink Floyd</artist><title>Yesterday</title><genre>Funk</genre><album>1989</album></arguments></tool_call><end_of_turn>"
"Play 'Yesterday' by Pink Floyd from the album '1989' in funk style","00794.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Pink Floyd</artist><title>Yesterday</title><genre>funk</genre><album>1989</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Pink Floyd</artist><title>Yesterday</title><genre>Funk</genre><album>1989</album></arguments></tool_call><end_of_turn>"
"Play 'Blinding Lights' by Duke Ellington from the album '1989' in pop style","00795.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Duke Ellington</artist><title>Blinding Lights</title><genre>pop</genre><album>1989</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Duke Ellington</artist><title>Blinding Lights</title><genre>Pop</genre><album>1989</album></arguments></tool_call><end_of_turn>"
"Play 'Blinding Lights' by Duke Ellington from the album '1989' in pop style","00796.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Duke Ellington</artist><title>Blinding Lights</title><genre>pop</genre><album>1989</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Duke Ellington</artist><title>Blinding Lights</title><genre>Pop</album>1989</arguments></tool_call><end_of_turn>"
"Play 'Blue in Green' by Hans Zimmer from the album 'The Magic Flute' in jazz style","00797.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Hans Zimmer</artist><title>Blue in Green</title><genre>jazz</genre><album>The Magic Flute</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Hans Zimmer</artist><title>Halo</title><genre>Jazz</genre><album>The Magic Flute</album></arguments></tool_call><end_of_turn>"
"Play 'Blue in Green' by Hans Zimmer from the album 'The Magic Flute' in jazz style","00798.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Hans Zimmer</artist><title>Blue in Green</title><genre>jazz</genre><album>The Magic Flute</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>GENRE</genre><album>Album</album></arguments></tool_call><end_of_turn>"
"Play 'Happy' by Frank Sinatra from the album 'The Blueprint' in dubstep style","00799.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Frank Sinatra</artist><title>Happy</title><genre>dubstep</genre><album>The Blueprint</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Frank Sinatra</artist><title>Happy</title><genre>Dubstep</genre><album>The Blueprint</album></arguments></tool_call><end_of_turn>"
"Play 'Happy' by Frank Sinatra from the album 'The Blueprint' in dubstep style","00800.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Frank Sinatra</artist><title>Happy</title><genre>dubstep</genre><album>The Blueprint</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Frank Sinatra</artist><title>Happy</title><genre>Dubstep</genre><album>The Blueprint</album></arguments></tool_call><end_of_turn>"
"Play 'Cotton tail' by Johann Sebastian Bach from the album 'Italy' in bebop style","00801.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Johann Sebastian Bach</artist><title>Cotton tail</title><genre>bebop</genre><album>Italy</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>J.S. Bach</artist><title>Call and Tail</title><genre>Be-bop</genre><album>Mitate</album></arguments></tool_call><end_of_turn>"
"Play 'Cotton tail' by Johann Sebastian Bach from the album 'Italy' in bebop style","00802.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Johann Sebastian Bach</artist><title>Cotton tail</title><genre>bebop</genre><album>Italy</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Johen Sebastian Bach</artist><title>Cotton Tail</title><genre>Bebop</genre><album>Italy</album></arguments></tool_call><end_of_turn>"
"Play 'Birdland' by Frederic Chopin from the album 'Reputation' in flamenco style","00803.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Frederic Chopin</artist><title>Birdland</title><genre>flamenco</genre><album>Reputation</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Fredrik Chopin</artist><title>Rage</title><genre>Flamenco</genre><album>Reputation</album></arguments></tool_call><end_of_turn>"
"Play 'Birdland' by Frederic Chopin from the album 'Reputation' in flamenco style","00804.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Frederic Chopin</artist><title>Birdland</title><genre>flamenco</genre><album>Reputation</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Frederic Chopin</artist><title>Birdland</title><genre>Flamenco</genre><album>Reputation</album></arguments></tool_call><end_of_turn>"
"Play 'Someone Like You' by Frederic Chopin from the album 'Round About Midnight' in rock style","00805.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Frederic Chopin</artist><title>Someone Like You</title><genre>rock</genre><album>Round About Midnight</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Frederick Chopin</artist><title>Жа</title><genre>Rock</genre><album>Round About Midnight</album></arguments></tool_call><end_of_turn>"
"Play 'Someone Like You' by Frederic Chopin from the album 'Round About Midnight' in rock style","00806.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Frederic Chopin</artist><title>Someone Like You</title><genre>rock</genre><album>Round About Midnight</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Ferdinand Chopin</artist><title>Someone Like You</title><genre>Rock</genre><album>Round About Midnight</album></arguments></tool_call><end_of_turn>"
"Play 'So What' by Crystal Gayle from the album 'Kind of Blue' in country style","00807.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Crystal Gayle</artist><title>So What</title><genre>country</genre><album>Kind of Blue</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Crystal Gayle</artist><title>Rache</title><genre>Country</genre><album>Kind of Blue</album></arguments></tool_call><end_of_turn>"
"Play 'So What' by Crystal Gayle from the album 'Kind of Blue' in country style","00808.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Crystal Gayle</artist><title>So What</title><genre>country</genre><album>Kind of Blue</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Crystal Gayle</artist><title>So What</title><genre>Country</genre><album>Kind of Blue</album></arguments></tool_call><end_of_turn>"
"Play 'Bohemian Rhapsody' by John Williams from the album 'Views' in techno style","00809.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>John Williams</artist><title>Bohemian Rhapsody</title><genre>techno</genre><album>Views</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>John Williams</artist><title>Bohemian Rhapsody</title><genre>Techno</genre><album>Views</album></arguments></tool_call><end_of_turn>"
"Play 'Bohemian Rhapsody' by John Williams from the album 'Views' in techno style","00810.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>John Williams</artist><title>Bohemian Rhapsody</title><genre>techno</genre><album>Views</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>John Williams</artist><title>Bohemian Rhapsody</title><genre>Techno</genre><album>Views</album></arguments></tool_call><end_of_turn>"
"Play 'All of Me' by Radiohead from the album 'Round About Midnight' in classical style","00811.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Radiohead</artist><title>All of Me</title><genre>classical</genre><album>Round About Midnight</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>CLASSICAL</genre><album>ROUND ABOUT MIDNIGHT</album></arguments></tool_call><end_of_turn>"
"Play 'All of Me' by Radiohead from the album 'Round About Midnight' in classical style","00812.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Radiohead</artist><title>All of Me</title><genre>classical</genre><album>Round About Midnight</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Radiohead</artist><title>All of Me</title><genre>Classical</genre><album>Roundabout</album></arguments></tool_call><end_of_turn>"
"Play 'Ride of the Valkyries' by Ludwig van Beethoven from the album '25' in opera style","00813.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Ludwig van Beethoven</artist><title>Ride of the Valkyries</title><genre>opera</genre><album>25</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Ludwig van Beethoven</artist><title>Ride of the Valkyries</title><genre>Opera</genre><album>25</album></arguments></tool_call><end_of_turn>"
"Play 'Ride of the Valkyries' by Ludwig van Beethoven from the album '25' in opera style","00814.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Ludwig van Beethoven</artist><title>Ride of the Valkyries</title><genre>opera</genre><album>25</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Ledwig</artist><title>Ride of the Valkyries</title><genre>Opera</genre><album></album></arguments></tool_call><end_of_turn>"
"Play 'Smells Like Teen Spirit' by Thelonious Monk from the album 'A Love Supreme' in indie style","00815.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Thelonious Monk</artist><title>Smells Like Teen Spirit</title><genre>indie</genre><album>A Love Supreme</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Thelonious Monk</artist><title>Play Smells Like Teen Spirit</title><genre>Indie</genre><album>A Love Supreme</album></arguments></tool_call><end_of_turn>"
"Play 'Smells Like Teen Spirit' by Thelonious Monk from the album 'A Love Supreme' in indie style","00816.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Thelonious Monk</artist><title>Smells Like Teen Spirit</title><genre>indie</genre><album>A Love Supreme</album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>John Coltrane</artist><title>Nails Like Teen Spirit</title><genre>Indie</genre><album>A Love Supreme</album></arguments></tool_call><end_of_turn>"
